,name,address,lat,lon,coordinates,rating
13852,Maki-San,Maki-San - Compass One,1.3922224044799802,103.8949396,"[1.3922224044799802, 103.8949396]",4.5
13853,Japanese Korean Cuisine,Japanese Korean Cuisine - Choa Chu Kang Street 51,1.3921512787802044,103.74291243554944,"[1.3921512787802044, 103.74291243554944]",4.3
13854,Al MUHYI Indian Muslim Food,Al MUHYI Indian Muslim Food - Yishun,1.4181827,103.8447593,"[1.4181827, 103.8447593]",3.8
13855,Twelve Cupcakes,Twelve Cupcakes - Compass One #B1-50,1.3922652599999998,103.8949993111111,"[1.3922652599999998, 103.8949993111111]",4.3
13856,Unity,Unity - Yew Tee Point,1.3972156545454546,103.7467405,"[1.3972156545454546, 103.7467405]",5.0
13857,Cheers @ Esso,Cheers @ Esso - Yio Chu Kang B,1.38179,103.87653,"[1.38179, 103.87653]",4.2
13858,The Singapura Aerospace Club,The Singapura Aerospace Club - The Oval @ SAP,1.408376,103.867475,"[1.408376, 103.867475]",5.0
13859,Shihlin Taiwan Street Snacks,Shihlin Taiwan Street Snacks - Compass One,1.3922722428571428,103.89497692,"[1.3922722428571428, 103.89497692]",4.4
13860,Take-Out,Take-Out - Yew Tee,1.397237,103.7468665,"[1.397237, 103.7468665]",4.5
13861,Xiao Man Niu Mala Xiang Guo,Xiao Man Niu Mala Xiang Guo - Compass One,1.3923166846153847,103.8950427930406,"[1.3923166846153847, 103.8950427930406]",3.9
13862,Yoshinoya,Yoshinoya - Wisteria Mall,1.4179437,103.8411434,"[1.4179437, 103.8411434]",4.3
13863,TEA Co,TEA Co - Wisteria Mall,1.418037,103.84107,"[1.418037, 103.84107]",4.3
13864,Green Age,Green Age - Yew Tee Point,1.3968647,103.7466294,"[1.3968647, 103.7466294]",4.3
13865,LeNu,LeNu - Compass One,1.3923239856958387,103.8949927,"[1.3923239856958387, 103.8949927]",4.4
13866,Fragrance,Fragrance - Yew Tee Point,1.3972437,103.7468404,"[1.3972437, 103.7468404]",4.5
13867,Noodle Foodie Ipoh Chilli Pan Mee,爱麵客 Noodle Foodie Ipoh Chilli Pan Mee 怡保辣椒板面 - Compass One,1.3923861,103.89501306666668,"[1.3923861, 103.89501306666668]",3.7
13868,Jiak Hey,Jiak Hey - Wisteria Mall,1.41809025,103.84112456666666,"[1.41809025, 103.84112456666666]",4.3
13869,Pinzhen Handmade Noodle,Pinzhen Handmade Noodle - Limbang Shopping Centre,1.3921737,103.74306833333334,"[1.3921737, 103.74306833333334]",4.1
13870,Rocky Master,Rocky Master - Hougang Festival Market,1.3752152,103.8797888,"[1.3752152, 103.8797888]",4.3
13871,Kang Ji Roasted Delight,Kang Ji Roasted Delight - Choa Chu Kang Street 51,1.3921764,103.7431388,"[1.3921764, 103.7431388]",3.9
13872,Qi Lin Hongkong Roasted Delight,Qi Lin Hongkong Roasted Delight - Hougang 1,1.375933976761914,103.87973113735023,"[1.375933976761914, 103.87973113735023]",3.2
13873,Mr. Western,Mr. Western - Punggol Plaza,1.394115753,103.9126528,"[1.394115753, 103.9126528]",
13874,Sunny Korean,Sunny Korean - Punggol Plaza,1.3940048,103.9131164,"[1.3940048, 103.9131164]",4.4
13875,Clay Pot,Clay Pot - Yew Tee Square,1.3978754,103.7468356871795,"[1.3978754, 103.7468356871795]",3.9
13876,Ming Kitchen Seafood 名厨煮炒,Ming Kitchen Seafood 名厨煮炒 - Hougang 1,1.3759024400949045,103.879876648,"[1.3759024400949045, 103.879876648]",4.2
13877,Killiney Kopitiam,Killiney Kopitiam - Wisteria Mall,1.4181258684779865,103.84091677661873,"[1.4181258684779865, 103.84091677661873]",4.3
13878,SF Fruits & Juices,SF Fruits & Juices - YewTee Point,1.3972801,103.7467966154706,"[1.3972801, 103.7467966154706]",4.8
13879,Bullseye Bagel,Bullseye Bagel - The Greenwich,1.38750275,103.8690556,"[1.38750275, 103.8690556]",2.8
13880,Chinatown Mala Hotpot,Chinatown Mala Hotpot - Yishun New Town,1.4162873,103.83529468064526,"[1.4162873, 103.83529468064526]",3.8
13881,Lao Ban,Lao Ban - Choa Chu Kang Mrt Station,1.3854841289355555,103.74450055663551,"[1.3854841289355555, 103.74450055663551]",4.7
13882,Fish & Chicks,Fish & Chicks - Punggol Plaza,1.3940946,103.9133309,"[1.3940946, 103.9133309]",4.0
13883,Hanguk Kitchen,Hanguk Kitchen - Yew Tee Point,1.39741992568331,103.746708578216,"[1.39741992568331, 103.746708578216]",1.0
13884,Old Chang Kee,Old Chang Kee - The Greenwich,1.3877005125,103.86911105,"[1.3877005125, 103.86911105]",4.4
13885,Sing See Soon,Sing See Soon - Punggol East,1.39316525,103.9158974,"[1.39316525, 103.9158974]",4.6
13886,E Ocean Minimart,E Ocean Minimart - Choa Chu Kang Crescent[Islandwide Delivery],1.400867,103.74788234917652,"[1.400867, 103.74788234917652]",4.8
13887,Yi Jia Bento,Yi Jia Bento - Khatib Central,1.416274204689629,103.83513808338218,"[1.416274204689629, 103.83513808338218]",4.2
13888,Gong Fu Mala Hotpot,Gong Fu Mala Hotpot - Yishun Street 81,1.4165954,103.83535206,"[1.4165954, 103.83535206]",3.0
13889,Seletar Chicken Rice,Seletar Chicken Rice - Jalan Selaseh,1.3863035,103.8734988,"[1.3863035, 103.8734988]",5.0
13890,Feng Wei Roasted Delights,Feng Wei Roasted Delights - Buangkok Crescent,1.3808839,103.8793912,"[1.3808839, 103.8793912]",4.3
13891,D'Rubinah@Punggol,D'Rubinah@Punggol - Tebing Lane,1.3929489,103.91708218697336,"[1.3929489, 103.91708218697336]",4.2
13892,Canadian Pizza,Canadian Pizza - Limbang Shopping Centre,1.39211905,103.7433973,"[1.39211905, 103.7433973]",4.3
13893,GNC,GNC - Lot 1,1.385092,103.7449636,"[1.385092, 103.7449636]",
13894,LiHO Tea,LiHO Tea - Lot 1,1.3848414,103.74495608,"[1.3848414, 103.74495608]",4.6
13895,Kimly Seafood,Kimly Seafood - Choa Chu Kang,1.40089078,103.74802525830388,"[1.40089078, 103.74802525830388]",4.2
13896,Little Kooma,Little Kooma - Ang Mo Kio Ave 5,1.3764941,103.88223547266666,"[1.3764941, 103.88223547266666]",5.0
13897,Tsp Fishsoup & Local Fried,Tsp Fishsoup & Local Fried - Choa Chu Kang Crescent,1.4018835,103.75045625,"[1.4018835, 103.75045625]",4.2
13898,Red Dot . Mala Hotpot,Red Dot . Mala Hotpot - Punggol Field,1.39651,103.90881,"[1.39651, 103.90881]",
13899,Burger King,Burger King - Keat Hong Community Club,1.3842711,103.7447455,"[1.3842711, 103.7447455]",4.1
13900,The Chef's Place,The Chef's Place - Choa Chu Kang Crescent,1.4009220976955647,103.74802036,"[1.4009220976955647, 103.74802036]",4.6
13901,Baking Mama,Baking Mama - Edgedale Plains,1.395990975,103.91183302,"[1.395990975, 103.91183302]",5.0
13902,Tenderbest Makcik Tuckshop,Tenderbest Makcik Tuckshop - Jalan Kayu,1.397782325744629,103.8732689,"[1.397782325744629, 103.8732689]",4.4
13903,The Body Shop,The Body Shop - Lot 1 Shoppers' Mall,1.38494058125,103.74481940532864,"[1.38494058125, 103.74481940532864]",4.5
13904,Wen Chang Kee Hainanese Chicken Rice,Wen Chang Kee Hainanese Chicken Rice - Choa Chu Kang Crescent,1.4018839,103.7504551,"[1.4018839, 103.7504551]",4.1
13905,Mookata,Mookata - Orto Park,1.41301,103.829501,"[1.41301, 103.829501]",4.2
13906,Ding Ji,Ding Ji -  Pasir Ris Street 72,1.380029730500076,103.93678832488304,"[1.380029730500076, 103.93678832488304]",4.3
13907,KOI The Express,KOI The Express - Choa Chu Kang MRT,1.384432792663574,103.7443981,"[1.384432792663574, 103.7443981]",4.7
13908,Jian Bo Tiong Bahru Shui Kueh,Jian Bo Tiong Bahru Shui Kueh - Choa Chu Kang Ave 4,1.3847294,103.7433914,"[1.3847294, 103.7433914]",3.9
13909,Original Tanjong Rhu Wanton Noodle,Original Tanjong Rhu Wanton Noodle - Yishun,1.4185067,103.83933555861,"[1.4185067, 103.83933555861]",4.6
13910,Mixed Veg. Rice,Kimly Mixed Rice - Teck Whye Lane,1.3802826,103.7532887,"[1.3802826, 103.7532887]",4.5
13911,Chuan Wei Mala Hot Pot,Chuan Wei Mala Hot Pot - Choa Chu Kang Crescent,1.40142165,103.7446747,"[1.40142165, 103.7446747]",4.2
13912,Cheers (FairPrice Xpress) @ Esso,Cheers (FairPrice Xpress) @ Esso - Pasir Ris,1.374864004,103.9407932,"[1.374864004, 103.9407932]",2.6
13913,Hk Wanton Noodles,Hk Wanton Noodles - Ci Yuan Hawker Centre,1.3751591,103.88307588,"[1.3751591, 103.88307588]",4.3
13914,Siam Kitchen,Siam Kitchen - HometeamNS Khatib,1.4147346218147874,103.83100614794466,"[1.4147346218147874, 103.83100614794466]",4.0
13915,Domino's,Domino's - Choa Chu Kang,1.3773575,103.7446682,"[1.3773575, 103.7446682]",4.5
13916,J's Western,J's Western - Ci Yuan Hawker Centre,1.375503,103.8831696,"[1.375503, 103.8831696]",4.3
13917,Grab N Go,Grab N Go - Choa Chu Kang Ave 4,1.38318885229917,103.740320319592,"[1.38318885229917, 103.740320319592]",3.0
13918,One Ocean,One Ocean - Mandai Connection,1.4082555311234,103.7564367,"[1.4082555311234, 103.7564367]",4.3
13919,Brostern,Brostern - Ci Yuan Community Club,1.3757068,103.88319343372044,"[1.3757068, 103.88319343372044]",4.3
13920,Fatty Ban Mian & Fish Soup,Fatty Ban Mian & Fish Soup - Mandai Estate,1.40617269,103.75938282,"[1.40617269, 103.75938282]",3.6
13921,"Bakers Box (Western, Taiwanese, Japanese, Korean Cuisine)","Bakers Box (Western, Taiwanese, Japanese, Korean Cuisine) - Yishun Ave 1",1.4199037488761883,103.847563,"[1.4199037488761883, 103.847563]",3.8
13922,Jia He Xing,Jia He Xing - Buangkok Square Mall,1.3843267060806,103.88127347801606,"[1.3843267060806, 103.88127347801606]",4.2
13923,Yu Kee Duck Rice,Yu Kee Duck Rice - Petir Road,1.3783299657762311,103.76259556860532,"[1.3783299657762311, 103.76259556860532]",4.2
13924,Sunbird Brewing Company,Sunbird Brewing Company - Mandai Foodlink,1.40979215824296,103.758006090484,"[1.40979215824296, 103.758006090484]",
13925,Habib's Express,Habib's Express - Seng Kang West Ave,1.3914079333333331,103.8709826,"[1.3914079333333331, 103.8709826]",3.2
13926,Han's,Han's - Upper Thomson Road,1.3975344103880585,103.8186444,"[1.3975344103880585, 103.8186444]",4.3
13927,Carrot Cubes,Carrot Cubes - Mandai Foodlink,1.40979215824296,103.758006090484,"[1.40979215824296, 103.758006090484]",
13928,Napolizz Pizza Delivery,Napolizz Pizza Delivery - Bukit Panjang,1.377125802227653,103.76306136945846,"[1.377125802227653, 103.76306136945846]",4.2
13929,Xiang Cheng Seafood,Xiang Cheng Seafood - Segar Road,1.38793959,103.76965303836684,"[1.38793959, 103.76965303836684]",3.9
13930,My Briyani House,My Briyani House - The Seletar Mall,1.3922400142857143,103.87594950329589,"[1.3922400142857143, 103.87594950329589]",4.1
13931,Amigo's,Amigo's - Hougang Village,1.3733367919921873,103.8853467106819,"[1.3733367919921873, 103.8853467106819]",4.3
13932,Wang Seafood,Wang Seafood - Pending Road,1.3770036,103.7678735,"[1.3770036, 103.7678735]",4.0
13933,Chicken Rice Delights @ Foodfare,Chicken Rice Delights @ Foodfare - 991 Buangkok Link,1.3844671175624512,103.8814313617575,"[1.3844671175624512, 103.8814313617575]",4.3
13934,Tong Fong Fatt Hainanese Boneless Chicken Rice,Tong Fong Fatt Hainanese Boneless Chicken Rice - Segar Road,1.38673307,103.77201674789342,"[1.38673307, 103.77201674789342]",4.0
13935,The Seletar Mall L1 - Mix & Match,The Seletar Mall L1 - Mix & Match,1.3916831,103.8760414,"[1.3916831, 103.8760414]",3.7
13936,SuzyAmeer,SuzyAmeer - Buangkok Square[Islandwide Delivery],1.3845074333333334,103.8817025,"[1.3845074333333334, 103.8817025]",4.9
13937,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf - Greenwich V,1.3876163363456724,103.8690688,"[1.3876163363456724, 103.8690688]",4.4
13938,Thasevi Food Famous Jalan Kayu Prata Restaurant,Thasevi Food Famous Jalan Kayu Prata Restaurant - Jalan Kayu,1.3962156008749247,103.8729801965232,"[1.3962156008749247, 103.8729801965232]",4.0
13939,Subway,Subway - Nanyang Polytechnic,1.3804109999977592,103.84902807272726,"[1.3804109999977592, 103.84902807272726]",4.2
13940,Angel Supermart,Angel Supermart - Skies Miltonia,1.418206,103.847032,"[1.418206, 103.847032]",5.0
13941,Papa Cafe,Papa Cafe - Buangkok Square Mall,1.3846855726464329,103.881872380934,"[1.3846855726464329, 103.881872380934]",4.2
13942,LiHO Tea,LiHO Tea - Greenwich,1.3877079166666666,103.86911698,"[1.3877079166666666, 103.86911698]",4.5
13943,Texas Chicken,Texas Chicken - Seletar Mall,1.3916926980018614,103.87607049942017,"[1.3916926980018614, 103.87607049942017]",4.2
13944,Breakfast Beauties,Breakfast Beauties - Hougang Ave 8,1.373091,103.885925,"[1.373091, 103.885925]",
13945,Hero Seafood Zi Char,Hero Seafood Zi Char - Saraca Breeze - Yishun,1.41626895,103.84382862,"[1.41626895, 103.84382862]",4.2
13946,Wang Lee Seng Durian Village,Wang Lee Seng Durian Village - Hougang Street 61 [Islandwide Delivery],1.375244,103.885959,"[1.375244, 103.885959]",4.7
13947,Dodo,Dodo - The Seletar Mall,1.3917196529411764,103.8760843,"[1.3917196529411764, 103.8760843]",4.1
13948,YOUNGS Bar & Restaurant,YOUNGS Bar & Restaurant - Hyde Park Gate,1.4071464,103.8675358,"[1.4071464, 103.8675358]",
13949,HZ,H&Z - Sengkang West Road,1.3925102,103.87068975,"[1.3925102, 103.87068975]",4.3
13950,JR Hotpot,JR Hotpot - Yishun Street 51,1.41806222276218,103.844783713492,"[1.41806222276218, 103.844783713492]",5.0
13951,Din Tai Fung,Din Tai Fung - The Seletar Mall,1.3912436,103.87608039379118,"[1.3912436, 103.87608039379118]",4.5
13952,Minced Meat Noodle,Minced Meat Noodle - Jalan Kayu,1.3921602,103.8724303,"[1.3921602, 103.8724303]",4.1
13953,MAD Modern Asian Desserts,MAD Modern Asian Desserts - ORTO,1.412078333333333,103.8300101,"[1.412078333333333, 103.8300101]",4.3
13954,Toast Box,Toast Box - Greenwich V,1.3877783916666666,103.86906832,"[1.3877783916666666, 103.86906832]",4.4
13955,Sheng He Fishball Noodles,Sheng He Fishball Noodles - Hougang Ave 10,1.3749656952003022,103.89720283538946,"[1.3749656952003022, 103.89720283538946]",3.6
13956,Cheers (FairPrice Xpress) @ Esso,Cheers (FairPrice Xpress) @ Esso - Seng Kang West,1.395314482,103.8803684,"[1.395314482, 103.8803684]",4.4
13957,401 Delights,401 Delights - Hougang Ave 10,1.374675,103.897,"[1.374675, 103.897]",5.0
13958,Queensway Lau Tan Tutu Kueh,Queensway Lau Tan Tutu Kueh - Wisteria Mall,1.417811,103.841518,"[1.417811, 103.841518]",5.0
13959,Hua Zai Roasted Duck,Hua Zai Roasted Duck - Sengkang West Ave,1.39140795,103.8710785,"[1.39140795, 103.8710785]",4.1
13960,Chow Cute Cafe,Chow Cute Cafe - The Oval,1.4082022,103.8676193,"[1.4082022, 103.8676193]",
13961,Charen Thai Food,Charen Thai Food - Hougang Avenue 8,1.3743929622861089,103.8869186645686,"[1.3743929622861089, 103.8869186645686]",4.1
13962,UbinEats,UbinEats - Space-Tampines,1.3754661,103.9300698,"[1.3754661, 103.9300698]",5.0
13963,Xing Le Mala Hotpot,Xing Le Mala Hotpot - Yishun Ave 4,1.41573,103.8397862,"[1.41573, 103.8397862]",4.0
13964,Fu-Men Japanese Udon & Donburi Restauarant,Fu-Men Japanese Udon & Donburi Restauarant - Pasir Ris West Plaza [Islandwide Delivery],1.37905921497706,103.935847711378,"[1.37905921497706, 103.935847711378]",5.0
13965,Ting Tong Thai,Ting Tong Thai - Wisteria Mall,1.4179617486832683,103.84104694361224,"[1.4179617486832683, 103.84104694361224]",4.2
13966,Gimee Face,Gimee Face - Hougang Village,1.3732613128854467,103.88549961730148,"[1.3732613128854467, 103.88549961730148]",4.1
13967,Lavender Rice Kitchen,Lavender Rice Kitchen - Yishun Street 51,1.41784,103.84457,"[1.41784, 103.84457]",4.3
13968,Texas Lone Star,Texas Lone Star - Pasir Ris West Plaza,1.379585,103.936287,"[1.379585, 103.936287]",4.6
13969,Yuan Wei Kitchen,Yuan Wei Kitchen - Wisteria Mall,1.4180798,103.8411680875,"[1.4180798, 103.8411680875]",4.4
13970,Di Wei Teo Chew Restaurant,Di Wei Teo Chew Restaurant - The Oval,1.407531484897197,103.86794180939653,"[1.407531484897197, 103.86794180939653]",4.6
13971,Fong Hup,Fong Hup - Hougang Ave 6,1.3739011,103.8909362,"[1.3739011, 103.8909362]",4.4
13972,Hua Zai Roasted Duck,Hua Zai Roasted Duck - Tampines Street 72,1.3601735,103.93431645,"[1.3601735, 103.93431645]",3.6
13973,Han's,Han's - The Seletar Mall,1.3917259875,103.8760429,"[1.3917259875, 103.8760429]",4.2
13974,Yong Tau Foo,Yong Tau Foo - Wisteria Mall,1.41810291,103.8410845,"[1.41810291, 103.8410845]",4.0
13975,Chindamani,Chindamani - Hougang Ave 4,1.373976,103.885523,"[1.373976, 103.885523]",2.0
13976,Blossoming Juice,Blossoming Juice - Wisteria Mall,1.4178259,103.8411907,"[1.4178259, 103.8411907]",4.7
13977,West Grill Station,West Grill Station - Elias Mall,1.3780213,103.94241439917327,"[1.3780213, 103.94241439917327]",4.4
13978,Lao Hero Kitchen,Lao Hero Kitchen - Jalan Kayu,1.3970247912761646,103.8730719,"[1.3970247912761646, 103.8730719]",4.4
13979,4Fingers,4Fingers - Jalan Kayu,1.3958588,103.87296014713772,"[1.3958588, 103.87296014713772]",3.9
13980,Fish & Co.,Fish & Co. - Jalan Kayu,1.3977254,103.8732627,"[1.3977254, 103.8732627]",4.2
13981,Watsons,Watsons - Hougang 1,1.3755023333333334,103.87951175,"[1.3755023333333334, 103.87951175]",4.9
13982,KPT Jing Fish Soup,KPT Jing Fish Soup - Yishun Street 81,1.4163003,103.8352887,"[1.4163003, 103.8352887]",4.2
13983,Tong Shun,Tong Shun - Jalan Kayu,1.3963579571428573,103.873005,"[1.3963579571428573, 103.873005]",4.5
13984,Canadian Pizza,Canadian Pizza - Pasir Ris Community Club,1.378335879560105,103.94258534709626,"[1.378335879560105, 103.94258534709626]",4.2
13985,KPT 78 Tze Char,KPT 78 Tze Char - Yishun New Town,1.4163998833733729,103.83529161227044,"[1.4163998833733729, 103.83529161227044]",4.4
13986,Proofer Bakery & Pizzeria,Proofer Bakery and Pizzeria - The Seletar Mall,1.3916831,103.8760414,"[1.3916831, 103.8760414]",4.0
13987,Hamini Pte Ltd,Hamini Pte Ltd - Jalan Kayu,1.3965745,103.87300039146211,"[1.3965745, 103.87300039146211]",4.0
13988,Srisun Prata.com,Srisun Prata.com - Rivervale,1.390373961734241,103.9088075380114,"[1.390373961734241, 103.9088075380114]",4.2
13989,Boost Juice Bars,Boost Juice Bars - The Seletar Mall,1.3917164,103.8760916,"[1.3917164, 103.8760916]",4.6
13990,Daya Izakaya,Daya Izakaya - Jalan Kayu,1.3982118143955058,103.8731409659476,"[1.3982118143955058, 103.8731409659476]",5.0
13991,Mr Bean,Mr Bean - Rivervale Plaza,1.3858335,103.9017864,"[1.3858335, 103.9017864]",4.3
13992,Pin Xiang Chicken Rice,Pin Xiang Chicken Rice - Fernvale Grove,1.3924056,103.87615753171126,"[1.3924056, 103.87615753171126]",4.1
13993,Yong Guang Seafood,Yong Guang Seafood - Hougang Green Shopping Mall,1.3788053,103.88795242162185,"[1.3788053, 103.88795242162185]",4.0
13994,Texas Lone Star,Texas Lone Star - Jalan Kayu,1.3977313,103.8732904,"[1.3977313, 103.8732904]",4.2
13995,Heng Heng Youtiao,Heng Heng Youtiao - Yishun Street 81,1.416649341584728,103.83497889934692,"[1.416649341584728, 103.83497889934692]",4.4
13996,Sushi Express,Sushi Express - White Sands,1.37243918750859,103.94947573673436,"[1.37243918750859, 103.94947573673436]",4.5
13997,Watsons,Watsons - The Seletar Mall,1.3911503952380952,103.87612594276588,"[1.3911503952380952, 103.87612594276588]",5.0
13998,Chowhound Western Grill,Chowhound Western Grill - Khatib Central,1.4162261,103.83530125517709,"[1.4162261, 103.83530125517709]",4.2
13999,Hong Ji Herbs Bak Kue Teh,Hong Ji Herbs Bak Kue Teh - Yishun Street 61,1.41853,103.83913,"[1.41853, 103.83913]",2.0
14000,Lee Wee & Brothers,Lee Wee & Brothers - People's Garden,1.3675067,103.8901742,"[1.3675067, 103.8901742]",4.6
14001,Simply D & H,Simply D & H - Yishun Ave 4,1.419721130125836,103.84362481,"[1.419721130125836, 103.84362481]",4.4
14002,KPT Ming Xiang Roasted,KPT Ming Xiang Roasted - Khatib Central,1.4162566,103.8352222,"[1.4162566, 103.8352222]",4.5
14003,Gong Cha,Gong Cha - Pasir Ris Mrt Station,1.3730836,103.9495417,"[1.3730836, 103.9495417]",4.6
14004,Man Tang Hong Spicy Hotpot,Man Tang Hong Spicy Hotpot - Hougang Green Shopping Mall,1.3796699570038204,103.8878822,"[1.3796699570038204, 103.8878822]",4.0
14005,Fu Kang Vegetarian,Fu Kang Vegetarian - Yishun New Town,1.4162682666666666,103.8351037,"[1.4162682666666666, 103.8351037]",4.4
14006,Sri Minimart,Sri Minimart - Vista Spring - Yishun,1.4200425,103.84735726345303,"[1.4200425, 103.84735726345303]",4.3
14007,Original Tanjong Rhu Wanton Noodle,Original Tanjong Rhu Wanton Noodle - Hougang Ave 2,1.3655773173819623,103.88943054229904,"[1.3655773173819623, 103.88943054229904]",5.0
14008,Rasa Istimewa Restaurant,Rasa Istimewa Restaurant - Pasir Ris Road,1.382131552228708,103.947829,"[1.382131552228708, 103.947829]",4.6
14009,Big Bitez,Big Bitez - Yishun Street 81,1.41661775,103.83535762077294,"[1.41661775, 103.83535762077294]",4.2
14010,KOI The,KOI The - Hougang Mall,1.3723392486572263,103.89366418123244,"[1.3723392486572263, 103.89366418123244]",4.7
14011,201 Nasi Lemak,201 Nasi Lemak - High Park Residences,1.396376,103.8753917,"[1.396376, 103.8753917]",4.5
14012,Ajisen,Ajisen - Hougang Mall,1.3727060333333334,103.8937291,"[1.3727060333333334, 103.8937291]",4.2
14013,Steak Me,Steak Me - Jalan Kayu,1.3978580355024108,103.8732615,"[1.3978580355024108, 103.8732615]",4.4
14014,Ulu Tea,Ulu Tea - Yishun Ring Road,1.4162532,103.83428203390623,"[1.4162532, 103.83428203390623]",4.6
14015,Ha Jun Korean,Ha Jun Korean - The Seletar Mall,1.3914872633223183,103.87601601834706,"[1.3914872633223183, 103.87601601834706]",4.3
14016,Sushi Express,Sushi Express - Hougang Mall,1.3724917428571428,103.8937613,"[1.3724917428571428, 103.8937613]",4.2
14017,The Pau Shop By Kopitiam,The Pau Shop By Kopitiam - Fernvale Road,1.3923053457270578,103.87621907993191,"[1.3923053457270578, 103.87621907993191]",3.4
14018,Mix & Match Malls (Food) - Pasir Ris,Mix & Match Malls (Food) - Pasir Ris,1.3724536,103.9496805,"[1.3724536, 103.9496805]",4.4
14019,Gochi,Gochi-so Shokudo - The Seletar Mall,1.39170662,103.87605166666668,"[1.39170662, 103.87605166666668]",4.4
14020,Saizeriya,Saizeriya - HomeTeamNS Khatib,1.4146954870359565,103.83121368743298,"[1.4146954870359565, 103.83121368743298]",4.5
14021,"Yan & Zhi Bee Hoon, Nasi Lemak, Rojak & Popiah","Yan & Zhi Bee Hoon, Nasi Lemak, Rojak & Popiah - Sengkang West Way",1.3950895166666668,103.8774791,"[1.3950895166666668, 103.8774791]",3.7
14022,Crave,Crave - Hougang Mall,1.3727254852242083,103.89380036468803,"[1.3727254852242083, 103.89380036468803]",4.3
14023,HiMart,HiMart - Rivertree Residences,1.39432212766701,103.880718830069,"[1.39432212766701, 103.880718830069]",
14024,Yomie's Rice x Yogurt,Yomie's Rice x Yogurt - The Seletar Mall,1.391413840485498,103.8760727822438,"[1.391413840485498, 103.8760727822438]",5.0
14025,Kiev's Kitchen & Mala Hotpot,Kiev's Kitchen & Mala Hotpot - Yishun Ave 1,1.4198803999999998,103.84756666666664,"[1.4198803999999998, 103.84756666666664]",3.4
14026,GNC,GNC - Hougang Mall,1.3728054,103.8938177,"[1.3728054, 103.8938177]",1.0
14027,SF Fruits & Juices,SF Fruits & Juices - White Sands,1.3724289,103.9497412,"[1.3724289, 103.9497412]",4.7
14028,Ho Jiak Frog Porridge,Ho Jiak Frog Porridge - Fernvale Rivergrove,1.397775,103.8817717,"[1.397775, 103.8817717]",4.3
14029,Wode,Wode - Yishun Street 61,1.417694416,103.8358806,"[1.417694416, 103.8358806]",
14030,O'My Kampong,O'My Kampong - Anchorvale Street,1.3982768551413085,103.88419465,"[1.3982768551413085, 103.88419465]",4.2
14031,Khatib Foodshop,Khatib Foodshop - Khatib MRT,1.417339,103.8327936,"[1.417339, 103.8327936]",3.9
14032,Potato Corner,Potato Corner - The Seletar Mall,1.391258453544637,103.8759748726327,"[1.391258453544637, 103.8759748726327]",4.4
14033,PastaMania,PastaMania - Sengkang Sports Complex,1.39697373,103.8871231,"[1.39697373, 103.8871231]",4.4
14034,Ichiban Sushi,Ichiban Sushi - Hougang Mall #02-23,1.37249215,103.8938626,"[1.37249215, 103.8938626]",4.5
14035,Unity,Unity - The Seletar Mall,1.39175204728455,103.8760878,"[1.39175204728455, 103.8760878]",4.2
14036,Xin Wang Hong Kong Cafe,Xin Wang Hong Kong Cafe - White Sands,1.37238852,103.9498053,"[1.37238852, 103.9498053]",4.2
14037,Ching Seafood,Ching Seafood - Anchorvale Street,1.396965,103.88919282166458,"[1.396965, 103.88919282166458]",4.2
14038,Ten Points Porridge,Ten Points Porridge - The Seletar Mall,1.3913891,103.876038378125,"[1.3913891, 103.876038378125]",4.4
14039,Ya Kun Family Café,Ya Kun Family Café - White Sands Shopping Centre,1.3724552392959593,103.9499587,"[1.3724552392959593, 103.9499587]",4.3
14040,Tartini Kitchen Pasta & Grill,Tartini Kitchen Pasta & Grill - Hougang Mall,1.37243021,103.893998425,"[1.37243021, 103.893998425]",4.1
14041,WaPizza,WaPizza - White Sands Shopping Centre,1.37235,103.94999,"[1.37235, 103.94999]",
14042,Singapura Heritage,Singapura Heritage - The Seletar Mall,1.39117875,103.876059,"[1.39117875, 103.876059]",3.8
14043,The Seletar Mall B1 - Mix & Match,The Seletar Mall B1 - Mix & Match,1.3916665,103.87609716666668,"[1.3916665, 103.87609716666668]",
14044,Paman Panggang,Paman Panggang - Anchorvale Crescent,1.3989408,103.8899784,"[1.3989408, 103.8899784]",4.1
14045,Ekiben,Ekiben - Pasir Ris Central Hawker Centre,1.3733555131109938,103.95132222446848,"[1.3733555131109938, 103.95132222446848]",4.3
14046,Xin Zai Hong Kong Vermicelli Roll,Xin Zai Hong Kong Vermicelli Roll - Pasir Ris Central,1.37347788387684,103.951335475245,"[1.37347788387684, 103.951335475245]",1.5
14047,Seoul Shiok,Seoul Shiok - Pasir Ris Central Hawker Centre,1.3735901989505532,103.95147106560978,"[1.3735901989505532, 103.95147106560978]",4.0
14048,Popular Food Japanese Korean Cuisine,Popular Food Japanese Korean Cuisine - Anchorvale Street,1.3957260666666669,103.89228498571428,"[1.3957260666666669, 103.89228498571428]",3.9
14049,Srisun Prata.com,Srisun Prata.com - Punggol,1.4056526422500608,103.8970831,"[1.4056526422500608, 103.8970831]",4.0
14050,Lao Huo Tang,Lao Huo Tang (Master Soup 108) - Punggol Field,1.3965737,103.90889625504208,"[1.3965737, 103.90889625504208]",4.3
14051,R&B Tea,R&B Tea - The Seletar Mall,1.3913455,103.8761058,"[1.3913455, 103.8761058]",4.6
